duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,preferred_game_name,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
419,0,Male,portuguese,latino,30,PUBG,1,0,90,10,Yes,Diamond,No,Rarely,Some of time,,,Some of time,Half of the time,,Half of the time,,Half of the time,,,Half of the time,Some of time,Some of time,,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Somewhat,Not at all,,,Somewhat,,Somewhat,4,,3,,3,2,3,3,3,,,,,Moderately Inaccurate,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,,Moderately Accurate,,,Moderately Accurate,,,,Agree,Agree,,Neither agree nor disagree,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,,,Somewhat true for me,Somewhat true for me,,,Somewhat true for me,
432,0,Male,Portuguese,White,18,Shooters,9,11,80,20,Yes,Master Guardian II,No,Often,Most of the time,,,Some of time,Most of the time,Half of the time,,,Almost always/always,,Almost always/always,,Most of the time,Almost never/never,,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Somewhat,Not at all,Somewhat,,Not at all,,,3,2,,,,2,,4,,1 Not at all,,5       Very much,5       Very much,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,,Moderately Inaccurate,,Moderately Accurate,Very Accurate,,Strongly agree,Agree,,Neither agree nor disagree,,,,,Very Inaccurate,,Neither Accurate Nor Inaccurate,Very Accurate,,,Moderately Accurate,Moderately Accurate,,Somewhat true for me,Somewhat true for me,Very true for me,,
523,0,Female,Mexican,Latino,24,Super Smash Bros Ultimate,2,2,50,50,Yes,I´m just sponsored by a known league in Mexico representing girls,Yes,Sometimes,,,Most of the time,Half of the time,Half of the time,,Some of time,,Almost always/always,,Almost never/never,,Half of the time,Almost always/always,,,Agree,No agreement,No agreement,Agree,Often,Very often,Rarely,Rarely,Often,Rarely,Often,Never,Very often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,Somewhat,Somewhat,,,Not at all,,Somewhat,3,,5       Very much,,,5       Very much,,4,4,4,,,2,Moderately Inaccurate,,Very Inaccurate,,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,Moderately Accurate,,,,,,Agree,Agree,Agree,,,Very Accurate,Moderately Accurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,,,Very true for me,,Very true for me,Very true for me,
555,0,Male,Spanish,White,19,lol(moba),2,4,84,16,Yes,gold,No,Rarely,,,Some of time,Most of the time,Most of the time,Most of the time,,,Most of the time,,Some of time,,,Most of the time,,Half of the time,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Rarely,A lot,Somewhat,A lot,,A lot,,,2,2,4,,,4,,3,,,3,,4,Moderately Inaccurate,,Very Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Moderately Accurate,,Agree,Agree,Agree,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Accurate,,Very Inaccurate,,,,,Moderately Inaccurate,Very true for me,Somewhat true for me,Very true for me,,,
475,0,Male,italian,caucasian,20,fps,3,2,90,10,Yes,diamond,No,Very often,,Almost always/always,,Most of the time,Some of time,Almost never/never,,,Almost always/always,,,Almost always/always,Some of time,Some of time,,,Agree,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Sometimes,Rarely,A lot,Somewhat,A lot,,,,A lot,4,3,,,,3,3,4,2,3,,,,Moderately Inaccurate,,,,Very Accurate,Moderately Inaccurate,Very Accurate,Very Accurate,,Very Accurate,,,,Neither agree nor disagree,Agree,Neither agree nor disagree,,,Moderately Inaccurate,Very Accurate,Very Accurate,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,Very false for me,Very false for me,Very false for me,,
473,0,Male,Spanish,White,20,Minecraft,7,3,90,10,Yes,gold,No,Rarely,,,Most of the time,Some of time,Most of the time,Half of the time,,,Most of the time,,,Most of the time,,Almost always/always,Some of time,,Agree,Agree,Agree,No agreement,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Often,Rarely,Very often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Often,Sometimes,Somewhat,Not at all,,Somewhat,Somewhat,,,3,,,2,,2,4,3,3,,,,3,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,,,,,,Strongly agree,Agree,Neither agree nor disagree,,,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,,Very true for me,,Very true for me,Very true for me,
572,0,Male,Poland,Poland,21,Tibia,3,6,90,10,Yes,Supreme,No,Very often,,Almost always/always,,Most of the time,Half of the time,,,Most of the time,Almost always/always,Almost always/always,,,Half of the time,Most of the time,,,No agreement,No agreement,Agree,No agreement,Often,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Often,A lot,Somewhat,,A lot,,A lot,,2,,,,,4,,3,,4,3,4,4,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,Moderately Accurate,Moderately Accurate,,,Agree,Agree,Neither agree nor disagree,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,,Neither Accurate Nor Inaccurate,,Somewhat true for me,,Very true for me,Very true for me,
574,0,Male,Poland,Poland,20,First-Person Shooter,6,3,100,0,Yes,Global Elite,No,Very often,Almost never/never,,,Half of the time,Most of the time,,Most of the time,,Almost always/always,,Almost always/always,,,Most of the time,Most of the time,,Agree,Agree,Agree,No agreement,Often,Rarely,Never,Never,Rarely,Rarely,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A lot,Somewhat,,A lot,Somewhat,,,4,,4,,,,2,4,,3,4,2,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Very Inaccurate,Very Inaccurate,,Moderately Inaccurate,,,Moderately Accurate,,Strongly disagree,,,Strongly agree,,Strongly disagree,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Very Accurate,,,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,Very true for me,,
638,0,Male,Portuguese,White,21,League of Legends,3,4,100,0,Yes,Gold,No,Very often,,,Most of the time,Half of the time,Almost never/never,,Almost never/never,,Almost always/always,,Most of the time,,,Almost never/never,,Some of time,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Somewhat,,,Somewhat,Somewhat,Somewhat,,2,,5       Very much,4,,,,1 Not at all,5       Very much,2,,3,,Moderately Inaccurate,,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Strongly agree,,Strongly agree,Disagree,,,,Very Accurate,,Very Inaccurate,Moderately Inaccurate,,,Very Inaccurate,Moderately Accurate,Very true for me,Somewhat true for me,,Somewhat true for me,,
525,0,Male,Greek,Greek ,28,MOBA,2,1,61,39,Yes,Diamond,No,Very often,Almost never/never,,,Some of time,Almost never/never,,,Almost never/never,Almost always/always,,Almost always/always,,,Some of time,Almost always/always,,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Never,Often,Never,Often,Very often,Never,Rarely,Often,Very often,Often,Sometimes,Sometimes,Sometimes,Very often,Never,Sometimes,Often,Rarely,Somewhat,,,Not at all,Somewhat,Not at all,,5       Very much,3,3,,,4,,5       Very much,5       Very much,,,,1 Not at all,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,Very Inaccurate,Moderately Accurate,Moderately Inaccurate,,,,,,Agree,Strongly agree,Disagree,,,Very Accurate,Very Accurate,Moderately Accurate,,Very Inaccurate,,Very Inaccurate,,,,Somewhat false for me,,Somewhat false for me,Somewhat true for me,
516,0,Male,Spain,Hispanic,18,FPS and MMORPG,12,4,75,25,Yes,I already reached Global Elite on CS:GO so I'm joining tournaments and events.,No,Often,,Half of the time,,Some of time,Almost always/always,Almost always/always,,,Most of the time,,,Most of the time,,Almost always/always,,Almost always/always,Agree,No agreement,No agreement,Agree,Often,Rarely,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,A lot,A lot,A lot,,A lot,,,2,,4,,,3,3,1 Not at all,,,4,3,,Moderately Inaccurate,,Moderately Accurate,Moderately Accurate,Moderately Accurate,,Very Inaccurate,,,Very Inaccurate,,,Agree,,Neither agree nor disagree,,Agree,,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Very Accurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,,,Very true for me,
657,0,Female,czech,white,26,"MOBA, RPG",3,4,90,10,Yes,master,No,Often,,Almost never/never,,Almost always/always,Most of the time,Most of the time,,,Half of the time,,,Half of the time,,Most of the time,Almost never/never,,Agree,No agreement,Agree,Agree,Often,Often,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Often,Rarely,Never,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,Often,Sometimes,A lot,Somewhat,,,A lot,A lot,,4,2,,4,5       Very much,,2,4,,,3,,,Moderately Inaccurate,,Very Inaccurate,Moderately Inaccurate,Moderately Inaccurate,,Very Accurate,Neither Accurate Nor Inaccurate,,,,,,Agree,Agree,,Strongly disagree,,Neither Accurate Nor Inaccurate,Very Accurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,,Moderately Accurate,,,Very true for me,Somewhat true for me,Very true for me,,
575,0,Male,Estonian,White/Caucasian,29,"FPS mainly, Apex Legends, Wolfenstein: Enemy Territory, Valorant, CSGO etc",11,5,70,30,Yes,Master in Apex Legends ,No,Sometimes,,,Almost never/never,Half of the time,Most of the time,Most of the time,,,Almost always/always,,,Almost always/always,,Almost always/always,,Most of the time,Agree,Strongly Agree,Agree,Strongly Agree,Often,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Very often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Often,Often,Sometimes,Very often,Sometimes,Somewhat,Somewhat,,A lot,,,Somewhat,1 Not at all,,,,,1 Not at all,5       Very much,2,4,3,,,4,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,,,Disagree,Strongly agree,Agree,Moderately Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Moderately Inaccurate,,,,Very true for me,Somewhat true for me,Very true for me,,
397,0,Male,Portuguese,White,27,Historical Strategy,4,5,25,75,Yes,Gold,No,Very often,Almost never/never,,,Some of time,Half of the time,Some of time,,,Half of the time,,,Some of time,,Most of the time,Some of time,,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Never,A lot,,,A lot,A lot,A lot,,3,,3,,,4,4,3,,3,4,,,Moderately Inaccurate,,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Agree,Strongly agree,Agree,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Somewhat true for me,Somewhat true for me,,,Very true for me,
628,0,Male,Moroccan,African,25,League of legends,1,2,100,0,Yes,Bronze,No,Sometimes,,,Almost never/never,Some of time,Most of the time,,Almost always/always,,Half of the time,,Almost never/never,,Some of time,Almost never/never,,,No agreement,No agreement,No agreement,Agree,Often,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,A lot,Somewhat,Somewhat,,A lot,,,1 Not at all,5       Very much,5       Very much,,3,,,1 Not at all,,,2,,3,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,,,Neither agree nor disagree,Neither agree nor disagree,Disagree,,,Very Accurate,Neither Accurate Nor Inaccurate,Very Accurate,,Very Inaccurate,,,Very Inaccurate,,,,Very true for me,,Very true for me,Somewhat false for me,
519,0,Male,Czech,White,30,CS:GO,3,1,50,50,Yes,Supreme Master First Class,No,Sometimes,Half of the time,,,Some of time,Some of time,,Most of the time,,Almost always/always,Most of the time,,,,Most of the time,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,A lot,,,A lot,A lot,,Somewhat,3,,,,3,,3,4,,2,4,2,,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,,,,Neither agree nor disagree,,Agree,Neither agree nor disagree,,,,,Very Accurate,Neither Accurate Nor Inaccurate,,,Very Inaccurate,,Neither Accurate Nor Inaccurate,Very Inaccurate,,Very true for me,,Very true for me,Very true for me,
597,0,Male,Spanish,White,18,Rust,8,2,97,3,Yes,I play FIFA 21 pro clubs leagues,Yes,Often,,Half of the time,,Most of the time,Most of the time,,Half of the time,,Almost always/always,,Most of the time,,,Most of the time,Almost never/never,,No agreement,No agreement,Agree,Agree,Often,Sometimes,Rarely,Often,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Often,Sometimes,Very often,Sometimes,A lot,,A lot,,A lot,,A lot,3,,5       Very much,,3,,2,3,,2,3,,,Moderately Inaccurate,Moderately Inaccurate,,,Very Inaccurate,,Moderately Inaccurate,Moderately Inaccurate,Moderately Accurate,,,,,Agree,Agree,,Disagree,Moderately Accurate,,Moderately Accurate,Moderately Inaccurate,,,Moderately Inaccurate,,Moderately Inaccurate,,Very true for me,Very true for me,Very true for me,,,
744,0,Male,Italian,White,23,RPG,4,6,60,40,Yes,I don't have a rank,No,Often,,,Half of the time,Some of time,Some of time,,,Most of the time,Half of the time,Most of the time,,,,Most of the time,Half of the time,,Agree,No agreement,Agree,Agree,Often,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Never,Rarely,Never,Rarely,Rarely,Never,A lot,Somewhat,,Somewhat,,,Somewhat,3,,2,4,2,,4,3,3,,,,,Moderately Inaccurate,,,,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,Agree,Agree,Agree,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Somewhat true for me,Somewhat true for me,,Somewhat true for me,
461,,Male,portuguese,white,26,racing,3,2,40,60,Yes,platinum ,No,Often,,,Half of the time,Some of time,Some of time,Almost never/never,,,Some of time,,Almost never/never,,,Some of time,,Some of time,No agreement,No agreement,No agreement,No agreement,Often,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Somewhat,,Somewhat,,,A lot,Somewhat,4,3,4,3,3,,,3,,,,3,,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,,Moderately Inaccurate,Agree,,Disagree,Neither agree nor disagree,,,,,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,Somewhat true for me,Somewhat true for me,,,Somewhat true for me,
338,0,Male,Italian,White Caucasian,27,Sports Games,2,1,60,40,Yes,Top Italian league,Yes,Sometimes,,,Some of time,Some of time,Almost never/never,Almost never/never,,,Most of the time,,,Most of the time,,Almost never/never,,Almost never/never,Agree,No agreement,No agreement,No agreement,Often,Rarely,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,A lot,Somewhat,,,A lot,A lot,,3,,,2,,4,2,3,,,,2,3,Moderately Inaccurate,,,Very Inaccurate,Very Inaccurate,,Moderately Inaccurate,,Very Accurate,Neither Accurate Nor Inaccurate,,Disagree,,Disagree,Agree,,,,,Moderately Accurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,,,Moderately Inaccurate,,Somewhat true for me,Very true for me,Very true for me,,
475,0,Male,Portuguese,Caucasian,27,Action RPG,4,1,70,30,Yes,Lengedary Eagle,No,Rarely,,,Half of the time,Almost always/always,Almost always/always,,,Most of the time,Half of the time,Half of the time,,,,Most of the time,,Most of the time,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Never,Rarely,Rarely,Never,Never,Often,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Often,Rarely,Somewhat,,Somewhat,,Somewhat,,Somewhat,3,4,4,2,3,,,4,,,,2,,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,Very Inaccurate,,Very Accurate,,Moderately Accurate,,,,Strongly agree,,Strongly agree,,Strongly disagree,,,Moderately Accurate,Moderately Inaccurate,Very Inaccurate,,,Moderately Inaccurate,,Very Inaccurate,,Very true for me,Very true for me,,Very true for me,
415,0,Male,Chilean,Latino,22,Dota 2 / League of Legends ,4,4,76,24,Yes,Platinum 2,No,Very often,,,Most of the time,Most of the time,Some of time,,Most of the time,,Almost always/always,Almost always/always,,,,Some of time,,Some of time,No agreement,Agree,No agreement,Strongly Agree,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,A lot,,A lot,,A lot,A lot,,2,,3,5       Very much,5       Very much,,,2,,4,2,,,Moderately Inaccurate,,,,Very Inaccurate,Very Inaccurate,Neither Accurate Nor Inaccurate,,,Very Accurate,Moderately Accurate,,,Agree,Strongly agree,,Disagree,,,Moderately Accurate,,Moderately Accurate,Very Accurate,,,Moderately Inaccurate,Moderately Accurate,Very true for me,Very true for me,Very true for me,,,
539,0,Male,Estonian,White,26,league of legends,6,4,100,0,Yes,diamond,No,Often,,Some of time,,Half of the time,Some of time,,,Some of time,Most of the time,,,Most of the time,,Some of time,,Some of time,Agree,Agree,No agreement,No agreement,Often,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Never,Often,Rarely,Rarely,Often,Somewhat,,Somewhat,Somewhat,Somewhat,,,4,,,4,,2,,3,3,,,2,4,Moderately Inaccurate,,Moderately Accurate,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,,,Disagree,Disagree,Neither agree nor disagree,,,,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,Moderately Inaccurate,Very Accurate,,,,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,
663,0,Male,Polish,White,23,Gta V,9,2,98,2,Yes,"Global Elite, Master",No,Very often,,Almost always/always,,Half of the time,Half of the time,Some of time,,,Half of the time,,Almost always/always,,,Almost always/always,,Almost always/always,Agree,Agree,No agreement,Agree,Often,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Often,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Somewhat,,Not at all,A lot,,A lot,,4,2,3,,,5       Very much,,4,,1 Not at all,3,,,Moderately Inaccurate,,,,Moderately Inaccurate,Very Inaccurate,Moderately Inaccurate,,Moderately Accurate,,Moderately Inaccurate,,,,Strongly agree,Strongly disagree,Strongly disagree,Very Inaccurate,,Moderately Accurate,Moderately Accurate,,,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Somewhat true for me,Somewhat false for me,,Somewhat true for me,,
514,0,Male,Italian,Caucasian/White,28,Rocket League / Survival Sandbox,3,2,65,35,Yes,Champion 1 - Rocket League,No,Often,,Almost always/always,,Most of the time,Some of time,,,Half of the time,Most of the time,,,Most of the time,Half of the time,Some of time,,,No agreement,Agree,No agreement,Agree,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Often,Rarely,Sometimes,Rarely,Somewhat,Somewhat,Somewhat,,Somewhat,,,4,,,,4,,2,3,3,2,,,2,Moderately Inaccurate,,Very Inaccurate,Very Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,Disagree,,,Agree,Agree,,,Moderately Accurate,Moderately Accurate,,,Neither Accurate Nor Inaccurate,Very Inaccurate,Moderately Inaccurate,,,,Very true for me,,Somewhat true for me,Very true for me,
885,0,Prefer not to say,Polish,Mixed,22,CS GO,4,2,70,30,Yes,Distinguished Master Guardian,No,Very often,,,Most of the time,Most of the time,Most of the time,,Almost never/never,,Almost always/always,,,Almost always/always,,Almost always/always,Some of time,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Rarely,Often,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Often,Sometimes,Very often,Rarely,A lot,Somewhat,,,,A lot,A lot,3,,,2,5       Very much,,,2,,2,4,2,,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,,Moderately Inaccurate,Very Inaccurate,Very Accurate,,,Disagree,,,Strongly disagree,Disagree,,,Very Inaccurate,Moderately Inaccurate,,,Moderately Accurate,,Very Accurate,,Moderately Accurate,Somewhat true for me,Very true for me,,,Very true for me,
