duration,Q_RelevantIDFraudScore,gender,nationality,ethnicity,age,gaming_time,gaming_related_activities_time,online_gaming_time,offline_gaming_time,playing_esports,preferred_game_name,preffered_esports_game_name,rank,team_membership,playing_with_offline_friends,MOGQ_social1,MOGQ_social2,MOGQ_social3,MOGQ_social4,MOGQ_escape1,MOGQ_escape2,MOGQ_escape3,MOGQ_escape4,MOGQ_competition1,MOGQ_competition2,MOGQ_competition3,MOGQ_competition4,MOGQ_coping1,MOGQ_coping2,MOGQ_coping3,MOGQ_coping4,IGCQ_1,IGCQ_2,IGCQ_3,IGCQ_4,attention_check_1,IGDS9SF_1,IGDS9SF_2,IGDS9SF_3,IGDS9SF_4,IGDS9SF_5,IGDS9SF_6,IGDS9SF_7,IGDS9SF_8,IGDS9SF_9,GDT_1,GDT_2,GDT_3,GDT_4,IGD_alternative_criterion2,IGD_alternative_criterion5,IGD_alternative_criterion6,IGD_alternative_criterion3,IGD_alternative_craving,IGD_alternative_health,BFRS_1,BFRS_2,BFRS_3,BFRS_4,BFRS_5,BFRS_6,BFRS_7,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,attention_check_2,neuroticism_1,neuroticism_2,neuroticism_3,neuroticism_4,neuroticism_5,neuroticism_6,neuroticism_7,neuroticism_8,neuroticism_9,neuroticism_10,DJGLS_1,DJGLS_2,DJGLS_3,DJGLS_4,DJGLS_5,DJGLS_6,harm_avoidance_1,harm_avoidance_2,harm_avoidance_3,harm_avoidance_4,harm_avoidance_5,harm_avoidance_6,harm_avoidance_7,harm_avoidance_8,harm_avoidance_9,harm_avoidance_10,BAS_reward_1,BAS_reward_2,BAS_reward_3,BAS_reward_4,BAS_reward_5,
573,0,Prefer not to say,Polish,African,30,3,4,89,11,No,Sandbox I guess (Minecraft),,,No,Often,Half of the time,,,Some of time,Some of time,Most of the time,,,Most of the time,Half of the time,,,,Some of time,Some of time,,No agreement,Agree,No agreement,Strongly Agree,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Often,Rarely,Rarely,Never,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Never,Not at all,,,Somewhat,Not at all,Somewhat,,4,3,,,4,3,,3,,,,4,2,Moderately Inaccurate,Very Accurate,,,Moderately Accurate,Moderately Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,,Strongly disagree,Disagree,,Agree,Very Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,,Moderately Accurate,Moderately Accurate,,Very true for me,Somewhat true for me,Somewhat true for me,,
639,0,Male,Poland,White,23,2,1,65,35,No,Heroes of Might and Magic V,,,No,Often,Half of the time,,,Half of the time,Almost always/always,,,Some of time,Most of the time,,Almost always/always,,,Most of the time,Half of the time,,No agreement,No agreement,Agree,No agreement,Often,Rarely,Sometimes,Sometimes,Rarely,Rarely,Often,Rarely,Very often,Rarely,Sometimes,Very often,Often,Sometimes,Often,Never,Never,Rarely,Sometimes,Sometimes,A lot,,Somewhat,Somewhat,,,Not at all,2,5       Very much,5       Very much,,5       Very much,,,1 Not at all,5       Very much,5       Very much,,,,Moderately Inaccurate,,,Very Accurate,Very Accurate,,Moderately Inaccurate,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Strongly agree,Strongly agree,Agree,,Very Inaccurate,,Very Inaccurate,,,Very Accurate,,,Moderately Accurate,Moderately Accurate,Very true for me,Very true for me,Very true for me,,,
527,25,Male,Polish,Polish,18,4,4,70,30,No,FPS,,,No,Sometimes,Almost never/never,,,Some of time,Most of the time,Most of the time,,,Most of the time,,,Most of the time,Most of the time,Most of the time,,,No agreement,Agree,Agree,Agree,Often,Sometimes,Rarely,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Somewhat,,Somewhat,Somewhat,,,Somewhat,3,2,5       Very much,,,4,,3,3,,1 Not at all,,,Moderately Inaccurate,Moderately Accurate,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,,,Neither agree nor disagree,Disagree,Agree,,,Moderately Accurate,,Very Inaccurate,,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Very Inaccurate,Somewhat true for me,Somewhat true for me,,,Very true for me,
779,25,Male,Spanish,Hispanic,19,5,2,90,10,Yes,,League of Legends,Diamond,Yes,Sometimes,Some of time,,,Some of time,Some of time,Some of time,,,Most of the time,,Half of the time,,Most of the time,Some of time,,,Agree,No agreement,Agree,Agree,Often,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Often,Never,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Somewhat,Somewhat,,,A lot,Somewhat,,5       Very much,2,4,,,,1 Not at all,5       Very much,4,,,,5       Very much,Moderately Inaccurate,,Moderately Inaccurate,,Very Accurate,Very Inaccurate,Moderately Inaccurate,,Moderately Accurate,,,,Strongly agree,Agree,Agree,,,,Very Inaccurate,Neither Accurate Nor Inaccurate,Very Accurate,,Neither Accurate Nor Inaccurate,Moderately Accurate,,,,,Very true for me,Somewhat true for me,Very true for me,,
447,0,Male,Portuguese,Caucasian,20,3,3,100,0,Yes,,Counter-Strike: Global Offensive,Global Elite,Yes,Very often,Most of the time,,,Most of the time,Most of the time,,,Almost never/never,Almost always/always,Almost always/always,,,Most of the time,Most of the time,,,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,A lot,A lot,,,,A lot,A lot,2,5       Very much,,1 Not at all,,4,,3,,,,4,2,Moderately Inaccurate,,,,Very Inaccurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither agree nor disagree,,Agree,Disagree,,Moderately Accurate,,Moderately Accurate,,Very Inaccurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,,Very true for me,Somewhat true for me,Somewhat true for me,,,
559,0,Male,polish,white,27,4,2,100,0,Yes,,world of warcraft,"rank 1 (top 0,1% of the ladder)",No,Often,,,Almost never/never,Almost never/never,Almost never/never,Almost never/never,,,Almost always/always,,,Almost always/always,,Almost never/never,,Almost never/never,Agree,No agreement,No agreement,Agree,Often,Often,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,A lot,Not at all,Somewhat,,,A lot,,3,,5       Very much,1 Not at all,,4,,5       Very much,5       Very much,,,1 Not at all,,Moderately Inaccurate,Very Inaccurate,,Very Inaccurate,Very Inaccurate,,Very Accurate,,,Very Accurate,,Strongly disagree,Strongly agree,,Strongly agree,,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Accurate,Very Inaccurate,,,,Very true for me,Very true for me,Very true for me,,,
377,0,Male,poland,poland,18,4,4,80,20,No,CS:GO,,,No,Often,Most of the time,,,Most of the time,Half of the time,Some of time,,,Some of time,,Some of time,,,Most of the time,,Most of the time,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Rarely,Often,Never,Never,Never,Never,Often,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Not at all,,,Not at all,Not at all,,Not at all,3,,4,2,,,4,3,,,2,,4,Moderately Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,,Moderately Inaccurate,,Moderately Accurate,,,,Agree,Neither agree nor disagree,Agree,,,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very Accurate,,,Moderately Accurate,,Very true for me,Very true for me,Very true for me,,
527,,Male,Dutch,White,29,3,7,15,85,No,Role Playing Games,,,No,Never,,,Some of time,Most of the time,Almost always/always,,Most of the time,,Half of the time,,,Some of time,,Most of the time,Almost never/never,,No agreement,No agreement,No agreement,Agree,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Often,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Often,Often,Sometimes,Sometimes,Rarely,A lot,,,,A lot,A lot,Somewhat,4,4,4,,4,3,,3,5       Very much,,,,,Moderately Inaccurate,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,Very Accurate,Neither Accurate Nor Inaccurate,,,Moderately Inaccurate,Agree,,,Neither agree nor disagree,,Disagree,,Moderately Accurate,Very Accurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,,,,Very Inaccurate,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
796,0,Male,South African,Cape Coloured,23,6,2,90,10,No,Call of Duty,,,No,Rarely,,Most of the time,,Most of the time,Almost always/always,Almost always/always,,,Almost always/always,,Almost always/always,,Almost always/always,Most of the time,,,Agree,Strongly Agree,Agree,Agree,Often,Often,Often,Often,Sometimes,Often,Never,Never,Often,Rarely,Sometimes,Very often,Often,Rarely,Often,Often,Often,Often,Sometimes,Often,Somewhat,,,Somewhat,Somewhat,Not at all,,3,,4,4,4,,,4,4,,,3,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,,Moderately Inaccurate,Moderately Accurate,,,Strongly agree,Strongly agree,,Disagree,Very Inaccurate,,Very Accurate,,Moderately Inaccurate,,,Moderately Accurate,Very Inaccurate,,Very true for me,Very true for me,Very true for me,,,
364,0,Male,Poland,White,21,4,4,80,20,Yes,,League of Legends,Platinum,No,Very often,Half of the time,,,Half of the time,Some of time,,Almost never/never,,Most of the time,Almost always/always,,,,Half of the time,Almost never/never,,Agree,No agreement,No agreement,No agreement,Often,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,A lot,A lot,,,A lot,,A lot,3,1 Not at all,,4,,,,3,,1 Not at all,4,,2,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,Moderately Inaccurate,Very Inaccurate,,,,,,,Agree,Disagree,Strongly disagree,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,
176,0,Male,Polish,White,20,6,2,65,35,Yes,,Rocket League,Grand Champion,No,Very often,Some of time,,,Half of the time,Half of the time,,,Some of time,Most of the time,,,Half of the time,,Most of the time,,Some of time,No agreement,Agree,Agree,Agree,Often,Sometimes,Often,Never,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,Sometimes,Often,Rarely,Often,Rarely,Rarely,Rarely,Somewhat,,Somewhat,,Not at all,Somewhat,,4,3,5       Very much,2,4,,,4,,,,4,,Moderately Inaccurate,,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,Neither agree nor disagree,,,Neither agree nor disagree,Disagree,,,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Accurate,Moderately Inaccurate,,,Somewhat true for me,,Somewhat false for me,Somewhat true for me,
186,0,Male,Portuguese,White,19,10,3,100,0,Yes,,League of Legends,Gold 1,No,Sometimes,Some of time,,,Half of the time,Half of the time,,,Almost never/never,Some of time,,,Half of the time,,Half of the time,,Most of the time,No agreement,Agree,Agree,Agree,Rarely,Rarely,Often,Very often,Sometimes,Never,Often,Sometimes,Never,Rarely,Very often,Rarely,Rarely,Rarely,Sometimes,Never,Often,Rarely,Often,Very often,Somewhat,A lot,,Somewhat,,,A lot,3,4,5       Very much,,2,,,4,,3,4,,,Moderately Accurate,,,Very Inaccurate,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,Agree,,,Disagree,Neither agree nor disagree,,Neither Accurate Nor Inaccurate,Moderately Accurate,Moderately Inaccurate,,,,Moderately Accurate,,,Moderately Accurate,Somewhat false for me,Somewhat true for me,,Somewhat true for me,,
236,0,Male,Polish,White,18,3,2,50,50,Yes,,"CS:GO, FPS games",Master Guardian Eltie,No,Often,,Some of time,,Most of the time,Half of the time,,,Most of the time,Most of the time,,,Most of the time,Half of the time,Half of the time,,,Agree,Agree,Agree,Agree,Often,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,A lot,,A lot,,A lot,,A lot,3,,3,3,,,,4,,3,3,2,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,,,Neither agree nor disagree,,Agree,Agree,,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Very Accurate,Moderately Accurate,,,Moderately Accurate,,Somewhat true for me,,Very true for me,Very true for me,
417,0,Male,Portuguese,White,20,14,14,50,50,No,Sports games,,,No,Very often,,Almost never/never,,Half of the time,Half of the time,,,Half of the time,Half of the time,Half of the time,,,,Most of the time,,Most of the time,No agreement,No agreement,Strongly Agree,Agree,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Very often,Never,Often,Rarely,Sometimes,Sometimes,Sometimes,Very often,Somewhat,,,,Somewhat,A lot,A lot,4,,,2,,,4,3,5       Very much,,,2,2,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Very Accurate,,Moderately Inaccurate,,,,Disagree,,Neither agree nor disagree,Agree,,Moderately Accurate,,Moderately Accurate,,Very Inaccurate,,Very Inaccurate,,,Neither Accurate Nor Inaccurate,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
365,0,Male,Portuguese,Caucasian,25,5,2,75,25,Yes,,League of Legends,Silver,No,Very often,,,Most of the time,Almost always/always,Almost always/always,,,Most of the time,Almost never/never,Almost never/never,,,,Most of the time,Half of the time,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Very often,Never,Sometimes,Often,Often,Never,Rarely,Rarely,Often,Sometimes,Often,Rarely,Somewhat,Not at all,Somewhat,Somewhat,,,,2,,,,,1 Not at all,5       Very much,2,4,1 Not at all,,,3,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very Inaccurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,Neither agree nor disagree,,,Strongly agree,,Neither agree nor disagree,,Moderately Accurate,Very Accurate,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Very Inaccurate,,,,Very true for me,,Very true for me,Very true for me,
346,0,Male,Poland,White,20,6,5,40,60,No,RPG,,,No,Rarely,,,Some of time,Some of time,Almost always/always,,Most of the time,,Half of the time,,,Most of the time,,Most of the time,,Most of the time,No agreement,No agreement,Agree,No agreement,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Somewhat,,,Somewhat,Somewhat,Somewhat,,2,3,,,3,,,2,,3,2,,3,Moderately Inaccurate,Moderately Accurate,,Moderately Accurate,Moderately Accurate,,Moderately Accurate,,,Moderately Inaccurate,,Agree,,,Disagree,,Agree,,,Moderately Accurate,Moderately Accurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,Neither Accurate Nor Inaccurate,,Very true for me,Somewhat true for me,,,Very true for me,
543,0,Male,Portuguese,White,25,3,2,10,90,No,Action RPG,,,No,Often,,,Some of time,Half of the time,Most of the time,,,Half of the time,Some of time,,,Some of time,Most of the time,Most of the time,,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Sometimes,Never,Somewhat,Not at all,,A lot,,,Somewhat,2,,,2,,,4,2,4,4,,4,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Neither agree nor disagree,,Agree,Agree,,,,Neither Accurate Nor Inaccurate,Moderately Accurate,,Moderately Inaccurate,,,Very Inaccurate,Moderately Inaccurate,,Somewhat true for me,Somewhat true for me,Somewhat true for me,,,
727,0,Male,Portuguese,White,21,5,2,90,10,Yes,,League of Legends,Silver IV,No,Rarely,,Almost never/never,,Most of the time,Most of the time,,Most of the time,,Most of the time,,,Most of the time,,Half of the time,Almost never/never,,No agreement,Agree,No agreement,Agree,Often,Rarely,Rarely,Sometimes,Never,Never,Often,Never,Sometimes,Never,Rarely,Rarely,Often,Never,Rarely,Rarely,Very often,Sometimes,Sometimes,Sometimes,Somewhat,,Somewhat,Somewhat,,A lot,,4,3,4,2,,,2,3,,4,,,,Moderately Inaccurate,,Very Inaccurate,,Very Inaccurate,Very Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,,Disagree,,Agree,,Disagree,Moderately Inaccurate,Moderately Accurate,Moderately Accurate,,,Moderately Accurate,,Moderately Inaccurate,,,,Somewhat true for me,Somewhat true for me,,Very true for me,
577,0,Male,Poland,White caucasian,22,4,2,75,25,Yes,,League of Legends,Diamond 2,No,Very often,,,Most of the time,Most of the time,Half of the time,Some of time,,,Some of time,Some of time,,,,Almost always/always,Almost never/never,,No agreement,No agreement,No agreement,No agreement,Often,Sometimes,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Often,Sometimes,Never,Often,Never,A lot,,Somewhat,,A lot,A lot,,3,5       Very much,,3,,4,,2,,4,,2,,Moderately Inaccurate,Moderately Inaccurate,,Moderately Inaccurate,Very Inaccurate,,Moderately Accurate,,,,Neither Accurate Nor Inaccurate,,Agree,,Disagree,Disagree,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very Accurate,,,,,Very Inaccurate,Neither Accurate Nor Inaccurate,,Very true for me,Very true for me,Somewhat true for me,,,
382,0,Male,Italian,Caucasian,26,3,1,90,10,Yes,,League of Legends,Platinum,No,Sometimes,Almost never/never,,,Half of the time,Some of time,Some of time,,,Almost always/always,Almost always/always,,,,Half of the time,,Half of the time,No agreement,No agreement,No agreement,No agreement,Often,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,A lot,Somewhat,,A lot,A lot,,,4,,,2,4,3,4,3,,3,,,,Moderately Inaccurate,Moderately Accurate,,,Moderately Accurate,Neither Accurate Nor Inaccurate,Moderately Inaccurate,,,Moderately Inaccurate,,Neither agree nor disagree,Agree,,Agree,,,,Moderately Accurate,Moderately Accurate,,Moderately Inaccurate,,Moderately Inaccurate,,,Moderately Inaccurate,,Somewhat true for me,,Somewhat true for me,Somewhat true for me,
384,0,Male,spanish,white,23,5,6,80,20,Yes,,League of legends,Gold,No,Very often,,,Almost never/never,Almost never/never,Most of the time,,Some of time,,Most of the time,Most of the time,,,,Most of the time,,Most of the time,No agreement,No agreement,No agreement,No agreement,Often,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,A lot,A lot,A lot,A lot,,,,5       Very much,,5       Very much,3,,5       Very much,2,4,,3,,,,Moderately Inaccurate,,,,Very Inaccurate,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,Moderately Accurate,,Very Accurate,Disagree,,Agree,Agree,,,Very Accurate,Neither Accurate Nor Inaccurate,Very Accurate,,,,,Very Inaccurate,,Moderately Inaccurate,Very true for me,Somewhat true for me,,Very true for me,,
541,0,Female,Polish,White,19,7,2,85,15,Yes,,League of legends,"Currently unranked, last season platinum",No,Very often,,Most of the time,,Half of the time,Almost always/always,,Almost always/always,,Most of the time,,,Half of the time,,Almost always/always,,Almost always/always,Agree,Agree,Agree,Agree,Often,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Never,Very often,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Often,Very often,Very often,Somewhat,Not at all,Somewhat,,,,Somewhat,3,3,,,,3,,4,5       Very much,5       Very much,4,,,Moderately Inaccurate,,,,Very Accurate,,Moderately Inaccurate,Moderately Accurate,Very Inaccurate,Moderately Inaccurate,,,Strongly agree,Strongly agree,Strongly agree,,,,,Very Accurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Moderately Accurate,Neither Accurate Nor Inaccurate,Very true for me,Very true for me,,,Very true for me,
1138,0,Male,greek,greek,21,6,16,90,10,No,MOBA,,,Yes,Very often,Almost never/never,,,Half of the time,Some of time,,Almost never/never,,Most of the time,,,Almost never/never,,Almost never/never,,Some of time,No agreement,No agreement,No agreement,No agreement,Often,Often,Rarely,Rarely,Very often,Very often,Sometimes,Never,Sometimes,Rarely,Very often,Very often,Very often,Sometimes,Never,Very often,Rarely,Never,Sometimes,Often,Not at all,Not at all,,Not at all,,Not at all,,2,4,,,,3,5       Very much,1 Not at all,,,2,,1 Not at all,Moderately Inaccurate,,Very Accurate,,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Very Inaccurate,,Very Inaccurate,,,Strongly agree,Strongly agree,,Disagree,Very Inaccurate,,Moderately Inaccurate,,Moderately Accurate,,,Very Accurate,Neither Accurate Nor Inaccurate,,Somewhat false for me,Somewhat false for me,Very false for me,,,
356,0,Male,Poland,,19,4,2,95,5,No,CS GO,,,No,Very often,,,Most of the time,Half of the time,Half of the time,Most of the time,,,Most of the time,,,Most of the time,,Most of the time,Some of time,,Agree,Agree,No agreement,Agree,Often,Rarely,Rarely,Often,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Sometimes,Sometimes,Sometimes,Rarely,A lot,,,A lot,,A lot,A lot,3,,4,,3,,,4,3,,,3,3,Moderately Inaccurate,Neither Accurate Nor Inaccurate,,,Neither Accurate Nor Inaccurate,Moderately Inaccurate,Moderately Accurate,,Neither Accurate Nor Inaccurate,,,,,,Disagree,Neither agree nor disagree,Disagree,Moderately Accurate,,Neither Accurate Nor Inaccurate,,Neither Accurate Nor Inaccurate,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,,Somewhat false for me,Somewhat false for me,Somewhat true for me,,
562,,Male,Portuguese,Portuguese,20,4,1,80,20,Yes,,League of legends,Platinum,No,Very often,,Some of time,,Most of the time,Some of time,,,Almost never/never,Half of the time,,,Half of the time,Most of the time,Most of the time,,,No agreement,No agreement,No agreement,Agree,Often,Rarely,Often,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Often,Rarely,Often,Rarely,Very often,Sometimes,Not at all,,,Not at all,Not at all,Somewhat,,4,4,4,,,,5       Very much,3,,4,4,,,Moderately Inaccurate,,Neither Accurate Nor Inaccurate,,Very Inaccurate,,Very Accurate,Moderately Accurate,,,Moderately Accurate,,Disagree,,Agree,,Neither agree nor disagree,,Moderately Inaccurate,Very Accurate,Moderately Inaccurate,Very Inaccurate,,Very Inaccurate,,,,Very true for me,Somewhat true for me,,,Somewhat true for me,
